course_title,url,site,star_rating
Programación web en Python,https://www.udemy.com/python-web-programming/,Udemy,2
Construya un sistema completo de registro e inicio de sesión utilizando PHP MVC,https://www.udemy.com/php-mvc-login/,Udemy,3
ES6 / EcmaScript 6 para principiantes: una introducción,https://www.udemy.com/es6-ecmascript-6-for-beginners/,Udemy,2
React para estudiantes visuales,https://www.udemy.com/react-for-visual-learners/,Udemy,3
Aprenda a crear sitios web responsivos avanzados con Bootstrap,https://www.udemy.com/responsive-website-with-bootstrap/,Udemy,1
Domina el arte del diseño web con HTML y CSS,https://www.udemy.com/html-css-beginners/,Udemy,2
Venda cursos en su propio sitio web: ¡no requiere codificación!,https://www.udemy.com/sell-courses-on-your-own-website-no-coding-required/,Udemy,1
Implementación de un almacén de datos con SQL Server 2012,https://www.udemy.com/implementing-a-data-warehouse-with-sql-server-2012/,Udemy,2
Aprendiendo 200 funciones jQuery con 800 ejemplos,https://www.udemy.com/jquery-foundation/,Udemy,1
Cree aplicaciones web completas fácilmente con APEX 5,https://www.udemy.com/create-web-apps-with-apex-5/,Udemy,1
"Aprenda Gulp, el sistema de compilación en streaming",https://www.udemy.com/gulp-101/,Udemy,1
Curso perfecto de React JS: comprende los detalles relevantes,https://www.udemy.com/perfect-react-js-course/,Udemy,2
Crea un sitio web de clasificados en 2 horas: ¡garantizado!,https://www.udemy.com/create-a-classified-website-in-2-hours-guaranteed/,Udemy,1
Aprenda HTML y CSS desde cero,https://www.udemy.com/html-and-css-from-scratch/,Udemy,2
Conviértete en un desarrollador web certificado: de principiante a experto,https://www.udemy.com/jquery101/,Udemy,3
Curso completo de Bootstrap 4: crea 3 proyectos,https://www.udemy.com/bootstrap-4-tutorials/,Udemy,3
En funcionamiento con Phalcon,https://www.udemy.com/up-and-running-with-phalcon-php/,Udemy,1
HTML: HTML Genial,https://www.udemy.com/html-awesomeness/,Udemy,3
Crear una aplicación CRUD - PHP y MySQL,https://www.udemy.com/build-crud-application-php-mysql/,Udemy,3
Todo lo que necesitas saber sobre AngularJS - Formación en AngularJS,https://www.udemy.com/angularjs/,Udemy,2
PSD para una página de destino creativa con Twitter Bootstrap 3,https://www.udemy.com/psd-to-responsive-html5-css3-with-bootstrap-3/,Udemy,1
Listo para producción con actuador Spring Boot,https://www.udemy.com/ready-for-production-with-spring-boot-actuator/,Udemy,1
AngularJS para principiantes,https://www.udemy.com/angularjs-for-beginners-udemy/,Udemy,3
Ruta de aprendizaje: Akka: Desarrollo de aplicaciones y microservicios,https://www.udemy.com/learning-path-akka-building-applications-and-microservices/,Udemy,1
Configurar un servidor web local para un desarrollo de sitios web más rápido,https://www.udemy.com/localhost-web-server/,Udemy,1
Dominando Meteor: JavaScript reactivo de pila completa,https://www.udemy.com/mastering-meteor-reactive-full-stack-javascript/,Udemy,3
Crea un sitio web profesional de WordPress en una hora,https://www.udemy.com/build-a-professional-wordpress-website-in-an-hour/,Udemy,3
Cree un sitio de alojamiento y uso compartido de archivos en menos de 2 horas,https://www.udemy.com/build-a-file-hosting-site-in-less-than-2-hours/,Udemy,1
Introducción a la programación Java para estudiantes en línea,https://www.udemy.com/learning-to-program-in-java-a-supplement-for-online-academic-learners/,Udemy,3
Cree una página de destino completa en Ruby on Rails en 3 horas,https://www.udemy.com/rails-1-landing-page/,Udemy,2
Cómo crear un videoblog con WordPress,https://www.udemy.com/how-to-create-a-blog-with-wordpress-video-blog/,Udemy,2
PHP para el desarrollo de WordPress,https://www.udemy.com/php-for-wordpress-development/,Udemy,3
Cree un sitio web profesional sin programación ni codificación,https://www.udemy.com/create-professional-websites/,Udemy,2
Cómo crear un sistema de autocompletado como Google,https://www.udemy.com/how-to-build-an-autocomplete-system-using-javascript-and-php/,Udemy,1
Domina EmberJS: Aprende EmberJS desde cero,https://www.udemy.com/master-emberjs/,Udemy,1
Cómo crear un blog moderno en WordPress 2017. ¡Crea tu blog!,https://www.udemy.com/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,Udemy,2
Aprenda los diez mejores frameworks PHP creando proyectos,https://www.udemy.com/learn-top-ten-php-frameworks-by-building-projects/,Udemy,2
Cómo crear un sitio web de videoblog desde cero con WordPress,https://www.udemy.com/how-to-make-a-video-blog-website/,Udemy,1
Cree sitios web y aplicaciones mediante subcontratación,https://www.udemy.com/outsourcing-development-work/,Udemy,3
Ruta de aprendizaje: Aplicaciones web con Spring y Angular,https://www.udemy.com/learning-path-web-applications-with-spring-and-angular/,Udemy,2
Aprenda Ruby on Rails mediante la creación de proyectos,https://www.udemy.com/learn-ruby-on-rails-building-projects/,Udemy,3
Creador de imágenes de lienzo Proyecto HTML5 JavaScript desde cero,https://www.udemy.com/canvas-image-maker-html5-javascript-project-from-scratch/,Udemy,3
Fundamentos de Javascript,https://www.udemy.com/javascript-essentials/,Udemy,3
Devtools 2017: Conceptos básicos de las herramientas para desarrolladores de Chrome,https://www.udemy.com/devtools-2017-the-basics-of-chrome-developer-tools/,Udemy,1
Extensiones de Chrome: desarrolla 5 extensiones de Chrome desde cero,https://www.udemy.com/chrome-extension-dev/,Udemy,1
Aprenda a crear sitios web rápidamente usando Wordpress,https://www.udemy.com/learn-how-to-quickly-build-websites-using-wordpress/,Udemy,2
Unix avanzado: Procesamiento de archivos: AWK | SED | GREP | CUT | VIM,https://www.udemy.com/advance-unix-commands/,Udemy,1
Desarrolla un sitio profesional de una página en WordPress sin codificación,https://www.udemy.com/develop-a-professional-onepage-wordpress-site-with-no-coding/,Udemy,3
Especialista en PHP (Edición 2017),https://www.udemy.com/php-specialist-2017/,Udemy,3
Programación en Python: Crea un mercado digital en Django,https://www.udemy.com/coding-for-entrepreneurs-marketplace-daily-deals/,Udemy,3
Cree una aplicación de chat Ajax con PHP y MySQL,https://www.udemy.com/create-ajax-chat-app-with-php-mysql/,Udemy,3
Dominando el Thymeleaf con la primavera,https://www.udemy.com/mastering-thymeleaf-with-spring/,Udemy,1
Aprenda a programar en Rails en menos de 2 horas,https://www.udemy.com/learn-rails-programming-in-less-than-2-hours/,Udemy,1
Copia de seguridad y restauración de WordPress,https://www.udemy.com/wordpress-backup-restore/,Udemy,3
Aprenda proyectos interactivos dinámicos de JavaScript para principiantes,https://www.udemy.com/learn-javascript-dynamic-interactive-projects-for-beginners/,Udemy,3
Cree sitios web modernos súper rápido,https://www.udemy.com/build-modern-websites-in-1-hour/,Udemy,1
SAP - Aprenda el desarrollo profesional de SAPUI5,https://www.udemy.com/learn-sapui5/,Udemy,2
Seguridad de WordPress,https://www.udemy.com/easy-wordpress-security/,Udemy,2
Aprende HTML5 a tu propio ritmo. Ideal para principiantes.,https://www.udemy.com/learning-html5/,Udemy,3
Crea un clon de Amazon: Nodejs + MongoDB + Stripe Payment,https://www.udemy.com/build-an-amazon-clone-nodejs-stripe-elasticsearch/,Udemy,2
Cree sitios web del mundo real desde cero utilizando HTML5 y CSS3,https://www.udemy.com/web-development-html5-css3/,Udemy,2
Cómo convertirse en desarrollador de aplicaciones,https://www.udemy.com/how-to-become-an-app-developer/,Udemy,1
JavaScript moderno: creación de aplicaciones reales en tiempo real,https://www.udemy.com/real-world-real-time-modern-javascript/,Udemy,3
Introducción a JavaScript orientado a objetos,https://www.udemy.com/javascript-introduction-to-object-oriented-javascript/,Udemy,3
HTML básico Cómo conectarse rápidamente HTML a HTML5,https://www.udemy.com/web-development-introduction-html-html5-course/,Udemy,1
Creación de sitios web JavaScript y el DOM,https://www.udemy.com/building-websites-learn-javascript-and-the-dom/,Udemy,3
Sistema completo de inicio de sesión y registro en PHP y MYSQL,https://www.udemy.com/login-and-registration-system-in-php-and-mysql-step-by-step/,Udemy,3
Curso completo de desarrollo web de comercio electrónico 5.0,https://www.udemy.com/e-commerce-web-developer-course/,Udemy,3
Bootcamp de HTML5 Canvas para principiantes: 25 sencillos pasos,https://www.udemy.com/html5-canvas-course-for-beginners/,Udemy,4
Tutorial avanzado de HTML5 para desarrolladores web,https://www.udemy.com/advanced-html5-for-web-developers/,Udemy,3
Aprenda los conceptos básicos de programación para profesionales del marketing,https://www.udemy.com/basic-programming-for-marketers/,Udemy,3
CSS para principiantes,https://www.udemy.com/css-made-simple-for-beginners-learn-to-style-a-website-page/,Udemy,3
GRUNT js: Automatiza las tareas de desarrollo web y ahorra tiempo,https://www.udemy.com/gruntjs-automate-web-development-tasks-and-save-your-time/,Udemy,1
Dominando la depuración web y móvil con las herramientas de desarrollo de Chrome,https://www.udemy.com/mastering-web-and-mobile-debugging-using-chrome-dev-tools/,Udemy,1
HTML: Guía para principiantes sobre cómo escribir HTML,https://www.udemy.com/html-beginner-guide/,Udemy,3
Desarrolla aplicaciones web con EmberJS: el curso completo,https://www.udemy.com/build-web-apps-using-emberjs-the-complete-course/,Udemy,3
Desarrollo de SharePoint 2013 con C# - Parte I,https://www.udemy.com/sharepoint2013development/,Udemy,2
SAP Crystal Reports con ASP.Net (paso a paso),https://www.udemy.com/sap-crystalreports-for-beginners/,Udemy,1
Creación de visualizaciones de datos responsivas con D3 JS,https://www.udemy.com/building-responsive-data-visualizations-with-d3js/,Udemy,1
Aprende a programar en Rails en menos de 30 minutos - Lite,https://www.udemy.com/learn-rails-programming-in-less-than-30-minute-lite/,Udemy,1
SASS - Curso intensivo para principiantes,https://www.udemy.com/sass-beginner-crash-course/,Udemy,3
Fundamentos de Angular 2 para desarrolladores web,https://www.udemy.com/angular-2-fundamentals-for-web-developers/,Udemy,2
Aprenda desarrollo web fácilmente con arrastrar y soltar: OptimizePress,https://www.udemy.com/optimizepress/,Udemy,1
XML XSLT: Curso intensivo para principiantes,https://www.udemy.com/xml-xslt-crash-course-for-beginners/,Udemy,3
Crea tu propia escuela en línea exitosa para vender cursos,https://www.udemy.com/create-an-online-school-website-with-joomla/,Udemy,3
Tutorial de Flask paso a paso,https://www.udemy.com/python-flask-tutorial-step-by-step/,Udemy,3
Ruby on Rails: una guía para principiantes,https://www.udemy.com/ruby-on-rails-a-beginners-guide-free/,Udemy,3
Dominar los selectores CSS básicos.,https://www.udemy.com/mastering-basic-css-selectors/,Udemy,1
¡Crea un sitio web similar a Facebook desde cero!,https://www.udemy.com/clone-facebook/,Udemy,1
TypeScript completo,https://www.udemy.com/typescript101/,Udemy,3
"Capacitación esencial en HTML, CSS y HTML5",https://www.udemy.com/essential-html-css-html5-training/,Udemy,3
HTML 5 y CSS 3: trucos y soluciones alternativas,https://www.udemy.com/html5-css3-tricks-and-workarounds/,Udemy,2
"Cómo registrar un dominio, configurar el alojamiento y editar páginas web",https://www.udemy.com/register-domain-setup-hosting-create-web-page/,Udemy,1
Cofre del tesoro de complementos de WordPress,https://www.udemy.com/best-wordpress-plugins-treasure-chest/,Udemy,2
Comprensión práctica de PHP y MySQL,https://www.udemy.com/practical-understanding-of-php-and-myqsl-demo/,Udemy,3
AngularJS para principiantes: aplicaciones de una sola página simplificadas,https://www.udemy.com/angularjs-tutorial/,Udemy,3
Construyendo una red social en PHP y MySQL desde cero,https://www.udemy.com/social-network-in-php-mysql/,Udemy,3
XML DOM: Curso intensivo para principiantes,https://www.udemy.com/xml-dom-crash-course-for-beginners/,Udemy,3
Cree un sitio web potente con el genial marco Bootstrap,https://www.udemy.com/e107-tutorial-for-beginner-build-bootstrap-website/,Udemy,3
HTML5 y CSS3: ¡Empiece a crear sitios web atractivos!,https://www.udemy.com/html5-and-css3-crash-course/,Udemy,2
Primeros pasos como desarrollador web,https://www.udemy.com/refactoru-getting-started-as-a-web-developer/,Udemy,1
Aprende Laravel: Crea tu aplicación web paso a paso,https://www.udemy.com/laravel-5-course-learn-php-laravel/,Udemy,1
Web Scraping profesional con Java,https://www.udemy.com/learn-web-scraping-with-java-in-just-1-hour/,Udemy,3
Programación 3D con WebGL y Babylon.js para principiantes,https://www.udemy.com/webgl-tutorial/,Udemy,2
Aprenda a crear un sitio web colorido de una sola página.,https://www.udemy.com/learn-to-make-a-colorful-one-page-website/,Udemy,1
Tutorial del complemento de WordPress,https://www.udemy.com/wordpress-plugin-tutorial/,Udemy,3
Introducción a HTML,https://www.udemy.com/refactoru-intro-html/,Udemy,1
Aprende JavaScript desde cero: conviértete en un desarrollador web de primer nivel,https://www.udemy.com/learnjsandbecometopratedwebdeveloper/,Udemy,3
"Instalación de WordPress 4: Instalación, Registradores y Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,Udemy,2
Aprenda programación PHP para principiantes absolutos,https://www.udemy.com/learn-php-programming-for-absolute-beginners/,Udemy,3
WordPress para principiantes 2017 + Implementación de Google AdSense,https://www.udemy.com/wordpress-tutorial-for-beginners-and-google-adsense-implementation/,Udemy,3
JavaScript para principiantes en 1 hora,https://www.udemy.com/learn-javascript-in-1-hour-and-create-a-game-in-javascript/,Udemy,3
HTML5 y CSS para principiantes y expertos,https://www.udemy.com/html5-and-css-for-beginner-to-expert/,Udemy,3
Conviértete en un desarrollador web excepcional: de principiante a profesional,https://www.udemy.com/become-a-web-developer/,Udemy,3
Tutorial de Django: ¡Crea tu primera aplicación de forma rápida y gratuita!,https://www.udemy.com/create-your-first-django-website-fast-free/,Udemy,3
Crea una red social usando PHP Mysqli HTML Css y JQuery,https://www.udemy.com/create-a-social-network-using-php-mysqli-html-css-and-jquery/,Udemy,4
PHP - Enviar y recibir mensajes de texto móviles (SMS),https://www.udemy.com/php-send-and-receive-mobile-text-messages-sms/,Udemy,3
Curso completo de PHP con programación orientada a objetos de principio a fin.,https://www.udemy.com/complete-object-oriented-programming-in-php-start-to-finish/,Udemy,3
Codificación fácil: HTML y CSS para principiantes,https://www.udemy.com/coding-made-easy-html-css-for-beginners/,Udemy,3
Seguridad de WordPress: la guía de seguridad definitiva,https://www.udemy.com/wordpress-the-ultimate-security-guide/,Udemy,2
Cómo crear un sitio web de una sola página para autónomos y agencias,https://www.udemy.com/how-to-make-a-portfolio-website-for-freelancers-agencies/,Udemy,3
Aprenda a usar los widgets de jQuery UI,https://www.udemy.com/learn-to-use-jquery-ui-widgets/,Udemy,1
Aprenda a crear diseños responsivos en 30 minutos,https://www.udemy.com/learn-to-create-responsive-layouts-in-30-minutes/,Udemy,1
"Paquete de inicio para creación de páginas web. Animaciones HTML, CSS y JQuery.",https://www.udemy.com/web-building-starter-pack-html-css-and-jquery-animations/,Udemy,2
Introducción a Angular 2+,https://www.udemy.com/getting-started-with-angular-2/,Udemy,2
Introducción al desarrollo de aplicaciones web PHP con Symfony,https://www.udemy.com/symfony-development/,Udemy,1
Aprenda OAuth 2.0: teoría y práctica,https://www.udemy.com/learn-oauth-20-theory-and-hands-on/,Udemy,1
Aprendiendo CSS3: Un tutorial completo para desarrolladores web,https://www.udemy.com/learning-css3/,Udemy,4
Desarrollo profesional de temas de WordPress desde cero,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/,Udemy,2
PHP Zend Framework 1.11: Creación de una aplicación CRUD,https://www.udemy.com/zend-framework-111creating-a-crud-application/,Udemy,2
Escribe más rápido en HTML5 y CSS 3; trucos de productividad con Emmet,https://www.udemy.com/write-quicker-html5-and-css-3-productivity-hacks-with-emmet/,Udemy,3
El curso definitivo de jQuery,https://www.udemy.com/essential-jquery-training/,Udemy,1
Cree una página única avanzada con Bootstrap y WordPress,https://www.udemy.com/single-page-design-with-bootstrap-css-html5-js-parallax/,Udemy,2
Domina todas las ideas de PHP 2017 para construir cualquier proyecto,https://www.udemy.com/master-all-php-ideas-2017-to-build-any-project/,Udemy,2
Guía para principiantes sobre el framework de JavaScript Meteor,https://www.udemy.com/meteorjs/,Udemy,3
Cree un sitio web de comercio electrónico sin necesidad de codificación,https://www.udemy.com/create-an-e-commerce-website-without-any-coding/,Udemy,1
Aprenda a crear aplicaciones con Play Framework,https://www.udemy.com/learn-to-build-apps-using-play-framework/,Udemy,1
Presentamos Ionic 2,https://www.udemy.com/introducing-ionic-2/,Udemy,1
Aprenda Laravel con migración y propagación de bases de datos y Faker,https://www.udemy.com/laravel-53-migra-migration-seeding-faker-tinker/,Udemy,1
Cree una red de clientes alojando sitios de WordPress,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/,Udemy,2
Introducción a PHP Slim Microframework,https://www.udemy.com/introduction-to-php-slim-microframework/,Udemy,1
ASP: conceptos básicos para principiantes,https://www.udemy.com/asp-basics-for-beginners/,Udemy,2
"Desarrollo de WordPress con NodeJS, Gulp, Composer y más",https://www.udemy.com/wordpress-development-with-nodejs-gulpjs-composer-sass-more/,Udemy,2
Conviértete en desarrollador PHP de Facebook: Autenticación sin contraseña,https://www.udemy.com/php-facebook-developer-password-less-authentication/,Udemy,2
Cómo crear tu primer sitio web con HTML y CSS,https://www.udemy.com/how-to-create-a-website-with-html-and-css/,Udemy,2
Aprenda JSON para principiantes con JavaScript,https://www.udemy.com/json-javascript-course/,Udemy,3
Guía definitiva para la integración del desarrollo web en redes sociales,https://www.udemy.com/ultimate-guide-to-social-media-web-development-integration/,Udemy,3
Un completo manual básico de Laravel desde principiante hasta experto,https://www.udemy.com/learn-laravel-from-beginner-to-expert/,Udemy,3
Fundamentos de JQuery: aprende JQuery desde cero,https://www.udemy.com/jquery-basics-learn-jquery-from-scratch/,Udemy,1
Aprenda MeteorJS desarrollando 10 proyectos reales,https://www.udemy.com/learn-meteorjs-by-building-10-real-world-projects/,Udemy,1
Conceptos básicos de JavaScript para principiantes Introducción a la codificación,https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/,Udemy,3
Clase magistral de AngularJS: análisis profundo y comprensión de AngularJS,https://www.udemy.com/angularjs-masterclass/,Udemy,2
HTML5 para principiantes,https://www.udemy.com/html-complete-html-course-for-beginners/,Udemy,3
Todo en uno HTML CSS y JQuery,https://www.udemy.com/all-in-one-html-css-and-jquery/,Udemy,2
Diseño responsivo con el NUEVO Materialize,https://www.udemy.com/responsive-design-with-new-google-materialize/,Udemy,3
Cree un sitio web empresarial responsivo con WordPress,https://www.udemy.com/creating-a-business-website-with-a-responsive-design/,Udemy,3
Servicios web PHP,https://www.udemy.com/php-webservices/,Udemy,2
Promesas de JavaScript: Aplicaciones en ES6 y AngularJS,https://www.udemy.com/javascript-promises-applications-in-es6-and-angularjs/,Udemy,3
Aprenda a crear 20 sitios web y 14 aplicaciones iOS9 con Swift,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/,Udemy,2
Flexbox CSS profesional,https://www.udemy.com/css-flexbox/,Udemy,3
XML: conceptos básicos para principiantes,https://www.udemy.com/xml-basics-for-beginners/,Udemy,2
Cómo crear botones de pago con PayPal y tarjeta de crédito,https://www.udemy.com/how-to-create-paypal-and-credit-card-payment-buttons/,Udemy,1
Customizr: aprende WordPress con el tema creativo definitivo,https://www.udemy.com/wpcustomizrcourse/,Udemy,2
Cómo crear un entorno local de WordPress,https://www.udemy.com/how-to-create-a-local-wordpress-environment/,Udemy,2
Ingeniería web divertida y creativa con Python y Web2py,https://www.udemy.com/web-engineering-with-python-and-web2py/,Udemy,2
WordPress para principiantes: crea tu primer sitio web en 2017,https://www.udemy.com/from-novice-to-ninja-the-complete-wordpress-training-course/,Udemy,3
Aprenda a crear una galería de imágenes animadas usando HTML5,https://www.udemy.com/learn-to-make-an-animated-image-gallery-using-html5/,Udemy,2
Proyectos en Foundation Framework: Aprende creando 10 aplicaciones,https://www.udemy.com/foundation-framework-course/,Udemy,1
Drupal para principiantes,https://www.udemy.com/getting-started-with-drupal-for-total-beginners/,Udemy,2
Laravel: Aplicación CRUD con AJAX en Laravel 5.3,https://www.udemy.com/laravel-53-crud-application-with-ajax/,Udemy,1
Fundamentos del desarrollo web front-end,https://www.udemy.com/foundations-of-front-end-development/,Udemy,1
Angular 2: un framework superhéroico,https://www.udemy.com/marutiangular2/,Udemy,2
Desarrollo web de redes sociales,https://www.udemy.com/how-to-create-a-social-network-site-from-scratch/,Udemy,3
Implemente Spring Boot en Heroku con MySQL de forma rápida y gratuita,https://www.udemy.com/learn-quickly-deploying-spring-boot-app-on-heroku-with-mysql/,Udemy,2
Creación de aplicaciones web con Spring MVC,https://www.udemy.com/building-web-applications-with-spring-mvc/,Udemy,1
"HTML5, CSS3 y Bootstrap: Cómo crear un sitio web adaptable",https://www.udemy.com/html5-css3-bootstrap-how-to-create-a-responsive-website/,Udemy,2
HTML y CSS: aprenda a crear sitios web elegantes,https://www.udemy.com/html-css-learn-to-build-sleek-websites/,Udemy,2
Domina Angular 2: El curso sin tonterías,https://www.udemy.com/angular-2-tutorial/,Udemy,2
Domina ASP.NET 4 desde cero,https://www.udemy.com/masteraspnet/,Udemy,1
CoffeeScript: Lo bueno: escribe mejor JavaScript,https://www.udemy.com/coffeescript/,Udemy,3
Dominando Magento,https://www.udemy.com/mastering-magento/,Udemy,1
Cadenas de JavaScript definitivas,https://www.udemy.com/js-strings/,Udemy,3
Tu propio sitio en 45 minutos: El curso completo de WordPress,https://www.udemy.com/wordpress-sites/,Udemy,3
Redirecciona a tus visitantes por país fácilmente - Tutorial de WordPress,https://www.udemy.com/redirect-your-visitors-by-country-easily-wordpress-tutorial/,Udemy,3
Aprenda Knockout JS Framework desde cero,https://www.udemy.com/learn-knockout-js-framework-from-groundup/,Udemy,1
Cree sitios web adaptables en una hora con Portalfin,https://www.udemy.com/build-website/,Udemy,1
Domina Riot: Aprende Riot.js desde cero,https://www.udemy.com/master-riot/,Udemy,1
Aprenda W3.CSS,https://www.udemy.com/learn-w3css/,Udemy,2
Aprendiendo Axure RP,https://www.udemy.com/learning-axure-rp/,Udemy,1
"Guía completa para instalar Wordpress, PHP en Cloud, AWS o VPS",https://www.udemy.com/a-complete-guide-to-install-wordpress-php-on-cloud-server-aws-or-vps/,Udemy,3
"Programación para niños: Introducción a HTML, CSS y JavaScript",https://www.udemy.com/kids-coding-introduction-to-html-css-and-javascript/,Udemy,3
Introducción al diseño de voz con Alexa de Amazon,https://www.udemy.com/amazonalexa/,Udemy,1
Cómo crear una red social para una comunidad relacionada con un nicho,https://www.udemy.com/how-to-create-a-social-network/,Udemy,3
Webpack 1 y 2: La guía completa,https://www.udemy.com/webpack-complete-guide/,Udemy,1
Proyecto de calificación de estrellas AJAX con respuesta JSON desde PHP MySQL,https://www.udemy.com/star-rating-project-ajax-with-json-response-from-php-mysql/,Udemy,3
Wordpress para principiantes: crea sitios web rápidamente sin codificar,https://www.udemy.com/wordpress-create-websites-fast-wo-coding-and-make-money/,Udemy,3
Inicio rápido de ASP.Net MVC,https://www.udemy.com/aspnet-mvc-quick-start/,Udemy,1
Construya un sitio web integrado con Chatbot usando Bootstrap 4,https://www.udemy.com/build-a-chatbot-integrated-website-using-bootstrap-4/,Udemy,1
Cómo crear un sitio web en WordPress sin pagar a un desarrollador,https://www.udemy.com/wordpress-website-in-under-one-hour/,Udemy,2
PSD a Bootstrap 3 para principiantes usando HTML y CSS,https://www.udemy.com/psd-to-bootstrap/,Udemy,3
Cree sitios web adaptables y avanzados con Foundation 6 y SASS,https://www.udemy.com/foundation-5-sass-learn-by-building-a-complete-website/,Udemy,1
Aprenda los fundamentos esenciales de Javascript (versión Lite),https://www.udemy.com/learn-essential-javascript-fundamentals-lite/,Udemy,3
¡Aprenda HTML en 2 horas!,https://www.udemy.com/learn-html5-in-2-hours/,Udemy,2
Prueba Laravel 4 y disfruta de la codificación PHP,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/,Udemy,2
Tutorial para principiantes de WordPress: Crea tu primer sitio web,https://www.udemy.com/wordpress-beginner-tutorial-build-your-first-website/,Udemy,3
Cree sitios Express complejos con Redis y Socket IO,https://www.udemy.com/build-complex-express-sites-with-redis-and-socket-io/,Udemy,1
Creación de un sitio web de membresía ASP.NET MVC 5,https://www.udemy.com/building-a-mvc-5-membership-website/,Udemy,1
Vistas de Drupal: Introducción a la mejora de su sitio web Drupal,https://www.udemy.com/drupalviews/,Udemy,1
Bootstrap Bootcamp - Desarrollo web responsivo - 8 proyectos,https://www.udemy.com/bootstrap-bootcamp-with-projects/,Udemy,3
"Publicítese usted mismo usando PowerPoint, Twitter y Facebook en iOS",https://www.udemy.com/the-basic-roadmap-to-power-point-advertising-for-mac/,Udemy,1
Aprendiendo Bootstrap 3 - Tutorial de Infinite Skills,https://www.udemy.com/bootstrap-3/,Udemy,3
Desarrollo web práctico: crea sitios web de forma rápida y sencilla,https://www.udemy.com/make-beautiful-websites-in-a-few-hours/,Udemy,1
"Aprenda animación usando CSS3, Javascript y HTML5",https://www.udemy.com/animating-css-javascript/,Udemy,3
Creación de vídeo HTML5 interactivo,https://www.udemy.com/creating-interactive-html5-video/,Udemy,2
Optimización de WordPress para mayor velocidad e ingresos,https://www.udemy.com/optimizing-wordpress-for-more-speed-and-revenue/,Udemy,2
Proyecto JavaScript Aprende a crear un juego de memoria y más,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/,Udemy,3
El Bootcamp Completo de JavaScript,https://www.udemy.com/the-complete-javascript-bootcamp/,Udemy,5
JavaScript para principiantes absolutos,https://www.udemy.com/javascript-for-absolute-beginners/,Udemy,3
Curso completo de JavaScript para principiantes con ejemplos sencillos,https://www.udemy.com/javascript-for-dummies-and-newbies/,Udemy,4
Clase magistral de Angular 2 con Alejandro Rangel,https://www.udemy.com/angular-2-master-class-with-alejandro-rangel/,Udemy,2
Aprendizaje rápido del desarrollo web con jQuery,https://www.udemy.com/quick-learning-jquery-web-development/,Udemy,1
Curso de Google Blogger,https://www.udemy.com/free-blogger-course/,Udemy,1
Ajax en JavaScript y JQuery con PHP: creación de una aplicación de chat,https://www.udemy.com/ajax-in-javascript-and-jquery-with-php/,Udemy,3
Tutorial de PHP: Aprenda programación básica en PHP para principiantes,https://www.udemy.com/php-tutorial-beginners/,Udemy,3
Dominando el desarrollo web moderno con React,https://www.udemy.com/mastering-modern-web-development-using-react/,Udemy,2
"JavaScript de pila completa: aprenda Backbone.js, Node.js y MongoDB",https://www.udemy.com/fullstack-javascript/,Udemy,4
Curso esencial de desarrollo web: crea 12 sitios web,https://www.udemy.com/the-essential-web-developer-course/,Udemy,3
Cree sitios web y blogs potentes con WordPress: sin codificación,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/,Udemy,2
Aprenda a crear aplicaciones web con UnderscoreJS: codifique como un profesional,https://www.udemy.com/learn-to-build-web-apps-using-underscorejs-code-like-a-pro/,Udemy,2
Creación de aplicaciones web con Flask y Neo4j,https://www.udemy.com/building-web-apps-using-flask-and-neo4j/,Udemy,2
Aprenda animación web de forma sencilla: Introducción a SVG y GSAP,https://www.udemy.com/learn-web-animation-with-svg-and-gsap/,Udemy,1
Cree su propio sitio web de membresía con Joomla,https://www.udemy.com/build-your-own-membership-website-with-joomla/,Udemy,1
Aprenda los conceptos básicos de Spring Security 4: práctica,https://www.udemy.com/learn-spring-security-4-basics-hands-on/,Udemy,1
Visualice y analice datos SIG en la web con Leaflet.js,https://www.udemy.com/display-and-analyze-gis-data-on-the-web/,Udemy,1
Cómo crear un CMS con PHP,https://www.udemy.com/make-a-cms/,Udemy,2
Diseño web responsivo con HTML5 y CSS3 - Introducción,https://www.udemy.com/responsive-web-design-with-html5-and-css3-introduction/,Udemy,2
Domina Typescript: Aprende Typescript desde cero,https://www.udemy.com/master-typescript/,Udemy,1
XSD: conceptos básicos para principiantes,https://www.udemy.com/xsd-basics-for-beginners/,Udemy,2
Aplicación web AngularJS-WebApi2-EFCodeFirst en arquitectura de 3 niveles,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,Udemy,3
Posicionamiento CSS para principiantes: una introducción básica,https://www.udemy.com/learn-how-css-positioning-works-a/,Udemy,2
Creación de un sistema de autenticación de usuarios en CodeIgniter,https://www.udemy.com/codeigniter-user-authentication-system/,Udemy,1
